Trap,Block,Latitude,Longitude,Date,Species,AddressAccuracy,NumMosquitos,Day_of_week,Day_of_month,Week,Month,Year,Season,Month_Name,Sunrise,Sunset,DaytimeLength,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,RelativeHumidity,DewPointDepression,WetBulbDepression,WnvPresent
T048,11,41.867108,-87.654224,2007-07-27,CULEX RESTUANS,8,1,4,27,30,7,2007,Summer,July,0 days 04:40:00,0 days 19:17:00,14.37,83.0,70.0,76.5,3.0,67.5,70.0,0.0,12.0,0.10500000000000001,29.134999999999998,29.810000000000002,2.1,19.5,8.0,73.76,9.0,6.5,0
T048,11,41.867108,-87.654224,2007-08-01,CULEX PIPIENS,8,7,2,1,31,8,2007,Summer,Aug,0 days 04:45:00,0 days 19:11:00,14.26,91.5,69.0,80.25,8.0,62.5,69.5,0.0,15.5,0.0,29.314999999999998,29.990000000000002,2.8,11.0,3.9,54.77,17.75,10.75,0
T048,11,41.867108,-87.654224,2007-08-01,CULEX PIPIENS/RESTUANS,8,6,2,1,31,8,2007,Summer,Aug,0 days 04:45:00,0 days 19:11:00,14.26,91.5,69.0,80.25,8.0,62.5,69.5,0.0,15.5,0.0,29.314999999999998,29.990000000000002,2.8,11.0,3.9,54.77,17.75,10.75,0
T048,11,41.867108,-87.654224,2007-08-07,CULEX PIPIENS,8,5,1,7,32,8,2007,Summer,Aug,0 days 04:51:00,0 days 19:04:00,14.13,91.5,72.5,82.0,9.0,73.0,76.0,0.0,17.5,0.685,29.085,29.75,6.25,24.5,8.9,74.27,9.0,6.0,0
T048,11,41.867108,-87.654224,2007-08-07,CULEX PIPIENS/RESTUANS,8,5,1,7,32,8,2007,Summer,Aug,0 days 04:51:00,0 days 19:04:00,14.13,91.5,72.5,82.0,9.0,73.0,76.0,0.0,17.5,0.685,29.085,29.75,6.25,24.5,8.9,74.27,9.0,6.0,0
T048,11,41.867108,-87.654224,2007-08-15,CULEX PIPIENS,8,3,2,15,33,8,2007,Summer,Aug,0 days 04:59:00,0 days 18:54:00,13.55,80.5,71.5,76.0,4.0,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,76.29,8.0,5.5,1
T048,11,41.867108,-87.654224,2007-08-15,CULEX PIPIENS/RESTUANS,8,7,2,15,33,8,2007,Summer,Aug,0 days 04:59:00,0 days 18:54:00,13.55,80.5,71.5,76.0,4.0,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,76.29,8.0,5.5,0
T048,11,41.867108,-87.654224,2007-08-15,CULEX RESTUANS,8,1,2,15,33,8,2007,Summer,Aug,0 days 04:59:00,0 days 18:54:00,13.55,80.5,71.5,76.0,4.0,68.0,70.5,0.0,11.5,0.53,29.200000000000003,29.880000000000003,4.15,6.5,6.449999999999999,76.29,8.0,5.5,1
T048,11,41.867108,-87.654224,2007-08-21,CULEX PIPIENS,8,4,1,21,34,8,2007,Summer,Aug,0 days 05:05:00,0 days 18:45:00,13.4,86.0,69.0,77.5,7.0,70.0,72.0,0.0,12.5,0.0055,29.235,29.9,3.65,17.5,6.0,77.74,7.5,5.5,0
T048,11,41.867108,-87.654224,2007-08-21,CULEX PIPIENS/RESTUANS,8,9,1,21,34,8,2007,Summer,Aug,0 days 05:05:00,0 days 18:45:00,13.4,86.0,69.0,77.5,7.0,70.0,72.0,0.0,12.5,0.0055,29.235,29.9,3.65,17.5,6.0,77.74,7.5,5.5,0
T048,11,41.867108,-87.654224,2007-08-24,CULEX PIPIENS,8,4,4,24,34,8,2007,Summer,Aug,0 days 05:09:00,0 days 18:40:00,13.31,80.5,69.0,74.75,4.0,67.0,69.0,0.0,10.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,76.85,7.75,5.75,0
T048,11,41.867108,-87.654224,2007-08-24,CULEX PIPIENS/RESTUANS,8,6,4,24,34,8,2007,Summer,Aug,0 days 05:09:00,0 days 18:40:00,13.31,80.5,69.0,74.75,4.0,67.0,69.0,0.0,10.0,0.22,29.134999999999998,29.814999999999998,5.65,25.0,7.199999999999999,76.85,7.75,5.75,0
T048,11,41.867108,-87.654224,2007-09-12,CULEX PIPIENS/RESTUANS,8,2,2,12,37,9,2007,Fall,Sep,0 days 05:28:00,0 days 18:09:00,12.41,66.5,46.0,56.25,-8.0,42.5,49.5,8.5,0.0,0.0,29.43,30.115000000000002,1.85,4.0,5.8,59.9,13.75,6.75,0
T048,11,41.867108,-87.654224,2007-09-18,CULEX PIPIENS,8,2,1,18,38,9,2007,Fall,Sep,0 days 05:35:00,0 days 17:56:00,12.21,88.5,64.5,76.5,12.0,57.5,65.0,0.0,12.0,0.0,29.375,30.055,12.7,19.0,12.95,51.86,19.0,11.5,0
T048,11,41.867108,-87.654224,2007-09-18,CULEX PIPIENS/RESTUANS,8,2,1,18,38,9,2007,Fall,Sep,0 days 05:35:00,0 days 17:56:00,12.21,88.5,64.5,76.5,12.0,57.5,65.0,0.0,12.0,0.0,29.375,30.055,12.7,19.0,12.95,51.86,19.0,11.5,0
T048,11,41.867108,-87.654224,2007-09-24,CULEX PIPIENS,8,5,0,24,39,9,2007,Fall,Sep,0 days 05:41:00,0 days 17:46:00,12.05,90.5,69.5,80.0,18.0,62.5,68.5,0.0,15.0,0.0,29.305,29.985,10.7,19.0,11.2,55.22,17.5,11.5,0
T048,11,41.867108,-87.654224,2007-09-24,CULEX PIPIENS/RESTUANS,8,11,0,24,39,9,2007,Fall,Sep,0 days 05:41:00,0 days 17:46:00,12.05,90.5,69.5,80.0,18.0,62.5,68.5,0.0,15.0,0.0,29.305,29.985,10.7,19.0,11.2,55.22,17.5,11.5,0
T048,11,41.867108,-87.654224,2007-10-04,CULEX PIPIENS,8,6,3,4,40,10,2007,Fall,Oct,0 days 05:52:00,0 days 17:29:00,11.37,82.5,53.5,68.0,10.0,56.0,61.5,0.0,3.5,0.0,29.365000000000002,30.035,4.25,17.0,5.25,65.48,12.0,6.5,0
T048,11,41.867108,-87.654224,2007-10-04,CULEX PIPIENS/RESTUANS,8,15,3,4,40,10,2007,Fall,Oct,0 days 05:52:00,0 days 17:29:00,11.37,82.5,53.5,68.0,10.0,56.0,61.5,0.0,3.5,0.0,29.365000000000002,30.035,4.25,17.0,5.25,65.48,12.0,6.5,0
T048,11,41.867108,-87.654224,2009-06-02,CULEX PIPIENS/RESTUANS,8,3,1,2,23,6,2009,Summer,June,0 days 04:19:00,0 days 19:20:00,15.01,60.5,49.0,54.75,-10.0,46.5,50.5,10.0,0.0,0.09,29.39,30.08,7.8500000000000005,3.0,8.6,73.65,8.25,4.25,0
T048,11,41.867108,-87.654224,2009-06-05,CULEX PIPIENS/RESTUANS,8,12,4,5,23,6,2009,Summer,June,0 days 04:17:00,0 days 19:23:00,15.06,79.5,45.5,62.5,-3.0,43.5,54.0,2.0,0.0,0.0,29.205,29.91,6.05,25.5,6.95,49.79,19.0,8.5,0
T048,11,41.867108,-87.654224,2009-06-05,CULEX RESTUANS,8,9,4,5,23,6,2009,Summer,June,0 days 04:17:00,0 days 19:23:00,15.06,79.5,45.5,62.5,-3.0,43.5,54.0,2.0,0.0,0.0,29.205,29.91,6.05,25.5,6.95,49.79,19.0,8.5,0
T048,11,41.867108,-87.654224,2009-06-12,CULEX PIPIENS,8,20,4,12,24,6,2009,Summer,June,0 days 04:16:00,0 days 19:27:00,15.11,73.0,49.5,61.25,-6.0,49.0,55.0,3.5,0.0,0.001,29.27,29.95,4.7,6.5,6.25,64.06,12.25,6.25,0
T048,11,41.867108,-87.654224,2009-06-12,CULEX PIPIENS/RESTUANS,8,34,4,12,24,6,2009,Summer,June,0 days 04:16:00,0 days 19:27:00,15.11,73.0,49.5,61.25,-6.0,49.0,55.0,3.5,0.0,0.001,29.27,29.95,4.7,6.5,6.25,64.06,12.25,6.25,0
T048,11,41.867108,-87.654224,2009-06-12,CULEX RESTUANS,8,39,4,12,24,6,2009,Summer,June,0 days 04:16:00,0 days 19:27:00,15.11,73.0,49.5,61.25,-6.0,49.0,55.0,3.5,0.0,0.001,29.27,29.95,4.7,6.5,6.25,64.06,12.25,6.25,0
T048,11,41.867108,-87.654224,2009-06-19,CULEX PIPIENS,8,6,4,19,25,6,2009,Summer,June,0 days 04:16:00,0 days 19:30:00,15.14,87.0,65.5,76.25,6.0,67.5,69.5,0.0,11.5,2.42,29.0,29.689999999999998,6.75,18.0,11.05,74.37,8.75,6.75,0
T048,11,41.867108,-87.654224,2009-06-22,CULEX PIPIENS/RESTUANS,8,19,0,22,26,6,2009,Summer,June,0 days 04:17:00,0 days 19:31:00,15.14,89.0,69.0,79.0,9.0,67.0,71.0,0.0,14.5,0.075,29.119999999999997,29.78,4.65,11.5,6.4,66.75,12.0,8.0,0
T048,11,41.867108,-87.654224,2009-06-22,CULEX RESTUANS,8,36,0,22,26,6,2009,Summer,June,0 days 04:17:00,0 days 19:31:00,15.14,89.0,69.0,79.0,9.0,67.0,71.0,0.0,14.5,0.075,29.119999999999997,29.78,4.65,11.5,6.4,66.75,12.0,8.0,0
T048,11,41.867108,-87.654224,2009-06-26,CULEX PIPIENS,8,4,4,26,26,6,2009,Summer,June,0 days 04:18:00,0 days 19:31:00,15.13,86.0,70.5,78.25,7.0,60.5,67.0,0.0,13.5,0.0,29.2,29.84,6.4,4.0,8.1,54.49,17.75,11.25,0
T048,11,41.867108,-87.654224,2009-06-26,CULEX PIPIENS/RESTUANS,8,84,4,26,26,6,2009,Summer,June,0 days 04:18:00,0 days 19:31:00,15.13,86.0,70.5,78.25,7.0,60.5,67.0,0.0,13.5,0.0,29.2,29.84,6.4,4.0,8.1,54.49,17.75,11.25,0
T048,11,41.867108,-87.654224,2009-06-26,CULEX RESTUANS,8,23,4,26,26,6,2009,Summer,June,0 days 04:18:00,0 days 19:31:00,15.13,86.0,70.5,78.25,7.0,60.5,67.0,0.0,13.5,0.0,29.2,29.84,6.4,4.0,8.1,54.49,17.75,11.25,0
T048,11,41.867108,-87.654224,2009-06-26,CULEX SALINARIUS,8,5,4,26,26,6,2009,Summer,June,0 days 04:18:00,0 days 19:31:00,15.13,86.0,70.5,78.25,7.0,60.5,67.0,0.0,13.5,0.0,29.2,29.84,6.4,4.0,8.1,54.49,17.75,11.25,0
T048,11,41.867108,-87.654224,2009-07-06,CULEX PIPIENS,8,3,0,6,28,7,2009,Summer,July,0 days 04:23:00,0 days 19:30:00,15.07,85.5,61.5,73.5,1.0,54.0,62.5,0.0,8.5,0.0,29.17,29.85,5.85,30.5,6.65,50.5,19.5,11.0,0
T048,11,41.867108,-87.654224,2009-07-06,CULEX PIPIENS/RESTUANS,8,49,0,6,28,7,2009,Summer,July,0 days 04:23:00,0 days 19:30:00,15.07,85.5,61.5,73.5,1.0,54.0,62.5,0.0,8.5,0.0,29.17,29.85,5.85,30.5,6.65,50.5,19.5,11.0,0
T048,11,41.867108,-87.654224,2009-07-06,CULEX RESTUANS,8,18,0,6,28,7,2009,Summer,July,0 days 04:23:00,0 days 19:30:00,15.07,85.5,61.5,73.5,1.0,54.0,62.5,0.0,8.5,0.0,29.17,29.85,5.85,30.5,6.65,50.5,19.5,11.0,0
T048,11,41.867108,-87.654224,2009-07-10,CULEX PIPIENS,8,2,4,10,28,7,2009,Summer,July,0 days 04:25:00,0 days 19:29:00,15.04,83.0,65.0,74.0,0.0,64.5,67.5,0.0,9.5,0.1,29.375,30.049999999999997,4.0,21.0,4.75,72.25,9.5,6.5,0
T048,11,41.867108,-87.654224,2009-07-10,CULEX PIPIENS/RESTUANS,8,52,4,10,28,7,2009,Summer,July,0 days 04:25:00,0 days 19:29:00,15.04,83.0,65.0,74.0,0.0,64.5,67.5,0.0,9.5,0.1,29.375,30.049999999999997,4.0,21.0,4.75,72.25,9.5,6.5,0
T048,11,41.867108,-87.654224,2009-07-10,CULEX RESTUANS,8,20,4,10,28,7,2009,Summer,July,0 days 04:25:00,0 days 19:29:00,15.04,83.0,65.0,74.0,0.0,64.5,67.5,0.0,9.5,0.1,29.375,30.049999999999997,4.0,21.0,4.75,72.25,9.5,6.5,0
T048,11,41.867108,-87.654224,2009-07-17,CULEX PIPIENS/RESTUANS,8,26,4,17,29,7,2009,Summer,July,0 days 04:31:00,0 days 19:25:00,14.54,70.0,57.5,63.75,-10.0,51.5,56.5,1.0,0.0,0.0005,29.18,29.865000000000002,10.35,29.5,10.600000000000001,64.37,12.25,7.25,0
T048,11,41.867108,-87.654224,2009-07-17,CULEX RESTUANS,8,11,4,17,29,7,2009,Summer,July,0 days 04:31:00,0 days 19:25:00,14.54,70.0,57.5,63.75,-10.0,51.5,56.5,1.0,0.0,0.0005,29.18,29.865000000000002,10.35,29.5,10.600000000000001,64.37,12.25,7.25,0
T048,11,41.867108,-87.654224,2009-07-24,CULEX PIPIENS,8,2,4,24,30,7,2009,Summer,July,0 days 04:37:00,0 days 19:19:00,14.42,83.0,61.5,72.25,-2.0,59.5,64.5,0.0,7.5,0.165,29.11,29.825,8.8,23.0,9.7,64.24,12.75,7.75,0
T048,11,41.867108,-87.654224,2009-07-24,CULEX PIPIENS/RESTUANS,8,36,4,24,30,7,2009,Summer,July,0 days 04:37:00,0 days 19:19:00,14.42,83.0,61.5,72.25,-2.0,59.5,64.5,0.0,7.5,0.165,29.11,29.825,8.8,23.0,9.7,64.24,12.75,7.75,0
T048,11,41.867108,-87.654224,2009-07-24,CULEX RESTUANS,8,64,4,24,30,7,2009,Summer,July,0 days 04:37:00,0 days 19:19:00,14.42,83.0,61.5,72.25,-2.0,59.5,64.5,0.0,7.5,0.165,29.11,29.825,8.8,23.0,9.7,64.24,12.75,7.75,0
T048,11,41.867108,-87.654224,2009-07-24,CULEX SALINARIUS,8,2,4,24,30,7,2009,Summer,July,0 days 04:37:00,0 days 19:19:00,14.42,83.0,61.5,72.25,-2.0,59.5,64.5,0.0,7.5,0.165,29.11,29.825,8.8,23.0,9.7,64.24,12.75,7.75,0
T048,11,41.867108,-87.654224,2009-08-07,CULEX PIPIENS,8,1,4,7,32,8,2009,Summer,Aug,0 days 04:51:00,0 days 19:04:00,14.13,74.0,65.5,69.75,-4.0,59.0,63.0,0.0,5.0,0.28,29.384999999999998,30.085,6.85,15.0,7.5,68.69,10.75,6.75,0
T048,11,41.867108,-87.654224,2009-08-07,CULEX PIPIENS/RESTUANS,8,14,4,7,32,8,2009,Summer,Aug,0 days 04:51:00,0 days 19:04:00,14.13,74.0,65.5,69.75,-4.0,59.0,63.0,0.0,5.0,0.28,29.384999999999998,30.085,6.85,15.0,7.5,68.69,10.75,6.75,0
T048,11,41.867108,-87.654224,2009-08-07,CULEX RESTUANS,8,24,4,7,32,8,2009,Summer,Aug,0 days 04:51:00,0 days 19:04:00,14.13,74.0,65.5,69.75,-4.0,59.0,63.0,0.0,5.0,0.28,29.384999999999998,30.085,6.85,15.0,7.5,68.69,10.75,6.75,0
T048,11,41.867108,-87.654224,2009-08-13,CULEX PIPIENS,8,1,3,13,33,8,2009,Summer,Aug,0 days 04:57:00,0 days 18:56:00,13.59,86.0,61.5,73.75,0.0,55.0,63.0,0.0,9.0,0.0,29.41,30.095,1.75,15.0,3.9,51.94,18.75,10.75,0
T048,11,41.867108,-87.654224,2009-08-13,CULEX PIPIENS/RESTUANS,8,8,3,13,33,8,2009,Summer,Aug,0 days 04:57:00,0 days 18:56:00,13.59,86.0,61.5,73.75,0.0,55.0,63.0,0.0,9.0,0.0,29.41,30.095,1.75,15.0,3.9,51.94,18.75,10.75,0
T048,11,41.867108,-87.654224,2009-08-13,CULEX RESTUANS,8,11,3,13,33,8,2009,Summer,Aug,0 days 04:57:00,0 days 18:56:00,13.59,86.0,61.5,73.75,0.0,55.0,63.0,0.0,9.0,0.0,29.41,30.095,1.75,15.0,3.9,51.94,18.75,10.75,0
T048,11,41.867108,-87.654224,2009-08-25,CULEX PIPIENS,8,1,1,25,35,8,2009,Summer,Aug,0 days 05:10:00,0 days 18:39:00,13.29,82.5,60.0,71.25,1.0,61.0,65.0,0.0,6.5,0.0,29.36,30.045,8.7,21.0,8.899999999999999,70.09,10.25,6.25,0
T048,11,41.867108,-87.654224,2009-08-25,CULEX PIPIENS/RESTUANS,8,1,1,25,35,8,2009,Summer,Aug,0 days 05:10:00,0 days 18:39:00,13.29,82.5,60.0,71.25,1.0,61.0,65.0,0.0,6.5,0.0,29.36,30.045,8.7,21.0,8.899999999999999,70.09,10.25,6.25,0
T048,11,41.867108,-87.654224,2009-08-25,CULEX RESTUANS,8,5,1,25,35,8,2009,Summer,Aug,0 days 05:10:00,0 days 18:39:00,13.29,82.5,60.0,71.25,1.0,61.0,65.0,0.0,6.5,0.0,29.36,30.045,8.7,21.0,8.899999999999999,70.09,10.25,6.25,0
T048,11,41.867108,-87.654224,2009-09-03,CULEX PIPIENS,8,1,3,3,36,9,2009,Fall,Sep,0 days 05:19:00,0 days 18:24:00,13.05,75.0,56.5,65.75,-2.0,54.5,59.5,0.0,1.0,0.0,29.450000000000003,30.15,4.95,5.5,5.95,67.02,11.25,6.25,0
T048,11,41.867108,-87.654224,2009-09-03,CULEX PIPIENS/RESTUANS,8,2,3,3,36,9,2009,Fall,Sep,0 days 05:19:00,0 days 18:24:00,13.05,75.0,56.5,65.75,-2.0,54.5,59.5,0.0,1.0,0.0,29.450000000000003,30.15,4.95,5.5,5.95,67.02,11.25,6.25,0
T048,11,41.867108,-87.654224,2009-09-03,CULEX RESTUANS,8,3,3,3,36,9,2009,Fall,Sep,0 days 05:19:00,0 days 18:24:00,13.05,75.0,56.5,65.75,-2.0,54.5,59.5,0.0,1.0,0.0,29.450000000000003,30.15,4.95,5.5,5.95,67.02,11.25,6.25,0
T048,11,41.867108,-87.654224,2009-09-14,CULEX PIPIENS/RESTUANS,8,9,0,14,38,9,2009,Fall,Sep,0 days 05:30:00,0 days 18:05:00,12.35,84.0,58.5,71.25,7.0,55.5,61.5,0.0,6.5,0.0,29.369999999999997,30.060000000000002,0.6000000000000001,23.0,2.4000000000000004,57.54,15.75,9.75,0
T048,11,41.867108,-87.654224,2009-09-14,CULEX RESTUANS,8,5,0,14,38,9,2009,Fall,Sep,0 days 05:30:00,0 days 18:05:00,12.35,84.0,58.5,71.25,7.0,55.5,61.5,0.0,6.5,0.0,29.369999999999997,30.060000000000002,0.6000000000000001,23.0,2.4000000000000004,57.54,15.75,9.75,0
T048,11,41.867108,-87.654224,2009-09-17,CULEX PIPIENS,8,2,3,17,38,9,2009,Fall,Sep,0 days 05:33:00,0 days 17:58:00,12.25,71.5,52.0,61.75,-3.0,51.5,56.5,3.0,0.0,0.0,29.48,30.175,3.95,6.5,4.800000000000001,69.06,10.25,5.25,0
T048,11,41.867108,-87.654224,2009-09-17,CULEX PIPIENS/RESTUANS,8,24,3,17,38,9,2009,Fall,Sep,0 days 05:33:00,0 days 17:58:00,12.25,71.5,52.0,61.75,-3.0,51.5,56.5,3.0,0.0,0.0,29.48,30.175,3.95,6.5,4.800000000000001,69.06,10.25,5.25,0
T048,11,41.867108,-87.654224,2009-09-17,CULEX RESTUANS,8,3,3,17,38,9,2009,Fall,Sep,0 days 05:33:00,0 days 17:58:00,12.25,71.5,52.0,61.75,-3.0,51.5,56.5,3.0,0.0,0.0,29.48,30.175,3.95,6.5,4.800000000000001,69.06,10.25,5.25,0
T048,11,41.867108,-87.654224,2009-09-25,CULEX PIPIENS/RESTUANS,8,23,4,25,39,9,2009,Fall,Sep,0 days 05:42:00,0 days 17:44:00,12.02,70.0,60.0,65.0,4.0,57.0,60.0,0.0,0.0,0.09,29.415,30.115000000000002,5.4,11.0,6.8,75.31,8.0,5.0,0
T048,11,41.867108,-87.654224,2009-09-25,CULEX RESTUANS,8,10,4,25,39,9,2009,Fall,Sep,0 days 05:42:00,0 days 17:44:00,12.02,70.0,60.0,65.0,4.0,57.0,60.0,0.0,0.0,0.09,29.415,30.115000000000002,5.4,11.0,6.8,75.31,8.0,5.0,0
T048,11,41.867108,-87.654224,2009-10-01,CULEX PIPIENS/RESTUANS,8,11,3,1,40,10,2009,Fall,Oct,0 days 05:48:00,0 days 17:34:00,11.46,59.0,42.5,50.75,-8.0,46.0,49.0,14.0,0.0,0.74,29.155,29.9,8.95,13.0,9.1,83.71,4.75,1.75,0
T048,11,41.867108,-87.654224,2009-10-01,CULEX RESTUANS,8,1,3,1,40,10,2009,Fall,Oct,0 days 05:48:00,0 days 17:34:00,11.46,59.0,42.5,50.75,-8.0,46.0,49.0,14.0,0.0,0.74,29.155,29.9,8.95,13.0,9.1,83.71,4.75,1.75,0
T048,11,41.867108,-87.654224,2011-06-17,CULEX PIPIENS/RESTUANS,8,6,4,17,24,6,2011,Summer,June,0 days 04:16:00,0 days 19:29:00,15.13,82.0,62.0,72.0,2.0,60.0,64.5,0.0,7.0,0.0,29.155,29.82,5.55,6.5,6.4,65.95,12.0,7.5,0
T048,11,41.867108,-87.654224,2011-06-17,CULEX RESTUANS,8,7,4,17,24,6,2011,Summer,June,0 days 04:16:00,0 days 19:29:00,15.13,82.0,62.0,72.0,2.0,60.0,64.5,0.0,7.0,0.0,29.155,29.82,5.55,6.5,6.4,65.95,12.0,7.5,0
T048,11,41.867108,-87.654224,2011-06-30,CULEX PIPIENS/RESTUANS,8,19,3,30,26,6,2011,Summer,June,0 days 04:19:00,0 days 19:31:00,15.12,88.5,63.0,75.75,2.0,61.5,67.0,0.0,11.0,0.0155,29.310000000000002,29.994999999999997,8.7,16.5,10.0,61.33,14.25,8.75,0
T048,11,41.867108,-87.654224,2011-06-30,CULEX RESTUANS,8,15,3,30,26,6,2011,Summer,June,0 days 04:19:00,0 days 19:31:00,15.12,88.5,63.0,75.75,2.0,61.5,67.0,0.0,11.0,0.0155,29.310000000000002,29.994999999999997,8.7,16.5,10.0,61.33,14.25,8.75,0
T048,11,41.867108,-87.654224,2011-07-11,CULEX PIPIENS,8,3,0,11,28,7,2011,Summer,July,0 days 04:26:00,0 days 19:28:00,15.02,89.0,70.5,79.75,7.0,70.5,74.0,0.0,15.0,0.26,29.15,29.814999999999998,5.4,24.5,8.25,73.43,9.25,5.75,0
T048,11,41.867108,-87.654224,2011-07-11,CULEX PIPIENS/RESTUANS,8,25,0,11,28,7,2011,Summer,July,0 days 04:26:00,0 days 19:28:00,15.02,89.0,70.5,79.75,7.0,70.5,74.0,0.0,15.0,0.26,29.15,29.814999999999998,5.4,24.5,8.25,73.43,9.25,5.75,0
T048,11,41.867108,-87.654224,2011-07-11,CULEX RESTUANS,8,15,0,11,28,7,2011,Summer,July,0 days 04:26:00,0 days 19:28:00,15.02,89.0,70.5,79.75,7.0,70.5,74.0,0.0,15.0,0.26,29.15,29.814999999999998,5.4,24.5,8.25,73.43,9.25,5.75,0
T048,11,41.867108,-87.654224,2011-07-11,CULEX TERRITANS,8,2,0,11,28,7,2011,Summer,July,0 days 04:26:00,0 days 19:28:00,15.02,89.0,70.5,79.75,7.0,70.5,74.0,0.0,15.0,0.26,29.15,29.814999999999998,5.4,24.5,8.25,73.43,9.25,5.75,0
T048,11,41.867108,-87.654224,2011-07-15,CULEX PIPIENS/RESTUANS,8,65,4,15,28,7,2011,Summer,July,0 days 04:29:00,0 days 19:26:00,14.57,86.5,70.5,78.5,5.0,60.0,66.5,0.0,14.0,0.0005,29.299999999999997,29.97,5.800000000000001,9.5,6.75,53.09,18.5,12.0,0
T048,11,41.867108,-87.654224,2011-07-15,CULEX RESTUANS,8,2,4,15,28,7,2011,Summer,July,0 days 04:29:00,0 days 19:26:00,14.57,86.5,70.5,78.5,5.0,60.0,66.5,0.0,14.0,0.0005,29.299999999999997,29.97,5.800000000000001,9.5,6.75,53.09,18.5,12.0,0
T048,11,41.867108,-87.654224,2011-07-25,CULEX PIPIENS/RESTUANS,8,35,0,25,30,7,2011,Summer,July,0 days 04:38:00,0 days 19:18:00,14.4,89.0,73.0,81.0,7.0,66.5,71.0,0.0,16.5,0.005,29.225,29.9,2.75,33.5,6.3,61.45,14.5,10.0,0
T048,11,41.867108,-87.654224,2011-07-25,CULEX RESTUANS,8,12,0,25,30,7,2011,Summer,July,0 days 04:38:00,0 days 19:18:00,14.4,89.0,73.0,81.0,7.0,66.5,71.0,0.0,16.5,0.005,29.225,29.9,2.75,33.5,6.3,61.45,14.5,10.0,0
T048,11,41.867108,-87.654224,2011-07-29,CULEX PIPIENS/RESTUANS,8,6,4,29,30,7,2011,Summer,July,0 days 04:42:00,0 days 19:15:00,14.33,86.0,72.5,79.25,5.0,68.0,71.5,0.0,14.5,0.53,29.310000000000002,29.97,3.9,4.0,5.75,68.53,11.25,7.75,0
T048,11,41.867108,-87.654224,2011-07-29,CULEX RESTUANS,8,7,4,29,30,7,2011,Summer,July,0 days 04:42:00,0 days 19:15:00,14.33,86.0,72.5,79.25,5.0,68.0,71.5,0.0,14.5,0.53,29.310000000000002,29.97,3.9,4.0,5.75,68.53,11.25,7.75,0
T048,11,41.867108,-87.654224,2011-08-05,CULEX PIPIENS/RESTUANS,8,11,4,5,31,8,2011,Summer,Aug,0 days 04:49:00,0 days 19:07:00,14.18,83.5,69.5,76.5,3.0,68.0,71.0,0.0,11.5,0.001,29.235,29.92,4.6,6.0,5.75,75.04,8.5,5.5,0
T048,11,41.867108,-87.654224,2011-08-12,CULEX PIPIENS/RESTUANS,8,3,4,12,32,8,2011,Summer,Aug,0 days 04:56:00,0 days 18:58:00,14.02,81.5,62.5,72.0,-2.0,58.0,64.0,0.0,7.5,0.0,29.25,29.935000000000002,8.25,19.0,8.45,61.4,14.0,8.0,0
T048,11,41.867108,-87.654224,2011-08-12,CULEX RESTUANS,8,3,4,12,32,8,2011,Summer,Aug,0 days 04:56:00,0 days 18:58:00,14.02,81.5,62.5,72.0,-2.0,58.0,64.0,0.0,7.5,0.0,29.25,29.935000000000002,8.25,19.0,8.45,61.4,14.0,8.0,0
T048,11,41.867108,-87.654224,2011-08-19,CULEX PIPIENS,8,1,4,19,33,8,2011,Summer,Aug,0 days 05:03:00,0 days 18:48:00,13.45,86.5,65.5,76.0,5.0,62.5,68.0,0.0,11.5,0.0,29.205,29.880000000000003,4.0,13.5,5.5,63.0,13.5,8.0,0
T048,11,41.867108,-87.654224,2011-08-19,CULEX RESTUANS,8,6,4,19,33,8,2011,Summer,Aug,0 days 05:03:00,0 days 18:48:00,13.45,86.5,65.5,76.0,5.0,62.5,68.0,0.0,11.5,0.0,29.205,29.880000000000003,4.0,13.5,5.5,63.0,13.5,8.0,0
T048,11,41.867108,-87.654224,2011-08-26,CULEX PIPIENS/RESTUANS,8,2,4,26,34,8,2011,Summer,Aug,0 days 05:11:00,0 days 18:37:00,13.26,83.0,60.0,71.5,1.0,58.0,63.5,0.0,6.5,0.0,29.29,29.975,1.5499999999999998,23.0,3.3499999999999996,62.45,13.5,8.0,0
T048,11,41.867108,-87.654224,2011-08-26,CULEX RESTUANS,8,1,4,26,34,8,2011,Summer,Aug,0 days 05:11:00,0 days 18:37:00,13.26,83.0,60.0,71.5,1.0,58.0,63.5,0.0,6.5,0.0,29.29,29.975,1.5499999999999998,23.0,3.3499999999999996,62.45,13.5,8.0,0
T048,11,41.867108,-87.654224,2011-09-01,CULEX RESTUANS,8,1,3,1,35,9,2011,Fall,Sep,0 days 05:17:00,0 days 18:27:00,13.1,93.5,72.5,83.0,14.0,70.5,75.0,0.0,18.0,0.0,29.23,29.9,5.5,21.0,6.1,66.06,12.5,8.0,0
